,_c0,DATE,Themes,Organizations,V2Tone
866,866,20150302000000.0,MEDIA_SOCIAL;IDEOLOGY;TAX_ETHNICITY;TAX_ETHNICITY_WHITE;INFO_RUMOR;TAX_ETHNICITY_BLACK;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_LATIN;,facebook,"-2.85714285714286,0.857142857142857,3.71428571428571,4.57142857142857,27.4285714285714,1.71428571428571,326"
867,867,20150302000000.0,TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_KOOTENAY;ECON_TAXATION;TAX_FNCACT;TAX_FNCACT_MODERATORS;TAX_FNCACT_WRITER;,,"2.36486486486486,3.37837837837838,1.01351351351351,4.39189189189189,24.3243243243243,1.01351351351351,268"
868,868,20150302000000.0,TAX_FNCACT;TAX_FNCACT_MAN;ARREST;SOC_GENERALCRIME;TERROR;ARMEDCONFLICT;SECURITY_SERVICES;TAX_FNCACT_POLICE;TAX_MILITARY_TITLE;TAX_MILITARY_TITLE_OFFICERS;TAX_FNCACT_OFFICERS;TAX_WEAPONS;TAX_WEAPONS_BOMBS;URBAN;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_PRISON;,,"-10.5263157894737,0,10.5263157894737,10.5263157894737,21.9298245614035,0,109"
869,869,20150302000000.0,LEADER;,,"0.769230769230769,3.07692307692308,2.30769230769231,5.38461538461539,23.8461538461538,0,125"
870,870,20150302000000.0,TAX_FNCACT;TAX_FNCACT_LEADERS;GENERAL_GOVERNMENT;SOC_USSECURITYAGENCIES;TAX_POLITICAL_PARTY;TAX_POLITICAL_PARTY_REPUBLICANS;TAX_POLITICAL_PARTY_DEMOCRATS;LEADER;TAX_FNCACT_PRESIDENT;IMMIGRATION;TAX_FNCACT_MINISTER;TAX_FNCACT_PRIME_MINISTER;TAX_FNCACT_SPEAKER;LEGISLATION;TAX_POLITICAL_PARTY_REPUBLICAN;TAX_FNCACT_LEADER;TAX_FNCACT_MINORITY_LEADER;TAX_POLITICAL_PARTY_DEMOCRAT;TAX_POLITICAL_PARTY_REPUBLICAN_PARTY;TAX_FNCACT_EMPLOYEES;TAX_FNCACT_IMMIGRANTS;ELECTION;VETO;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_AMONG;TAX_FNCACT_REPRESENTATIVE;TERROR;REBELS;TAX_FNCACT_VICE_PRESIDENT;APPOINTMENT;TAX_WORLDFISH;TAX_WORLDFISH_TOP;TAX_FNCACT_LIEUTENANTS;TAX_FNCACT_REPRESENTATIVES;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_FOX;TAX_FNCACT_SECRETARY;TAX_FNCACT_GUARD;BORDER;TAX_AIDGROUPS;TAX_FNCACT_MAJORITY_LEADER;TAX_SPECIAL_ISSUES;TAX_SPECIAL_ISSUES_OBAMACARE;TAX_FNCACT_CHIEF;MEDIA_MSM;TAX_FNCACT_REPORTER;TAX_FNCACT_EDITORS;,u s congress;department of homeland security;republican party;homeland security department;transportation security administration;emergency management agency;senate democrats;senate majority leader mitch mcconnell,"-3.57686453576865,1.90258751902588,5.47945205479452,7.3820395738204,25.1141552511416,0.45662100456621,1208"
871,871,20150302000000.0,,telstra mobile network;telstra group;networks mike wright;ericsson;qualcomm,"3.28358208955224,4.07960199004975,0.796019900497512,4.87562189054726,20.3980099502488,1.89054726368159,901"
872,872,20150302000000.0,TAX_FNCACT;TAX_FNCACT_ACTRESS;TAX_ETHNICITY;TAX_ETHNICITY_INDIAN;,second best exotic marigold hotel,"6.71641791044776,6.71641791044776,0,6.71641791044776,23.8805970149254,1.49253731343284,120"
873,873,20150302000000.0,TAX_FNCACT;TAX_FNCACT_DEVELOPER;LEADER;TAX_FNCACT_MAYOR;GENERAL_GOVERNMENT;TAX_FNCACT_OFFICIALS;TOURISM;TAX_RELIGION;TAX_RELIGION_BUDDHIST;TAX_ETHNICITY;TAX_ETHNICITY_BUDDHIST;,shaolin temple foundation australia;shoalhaven city council,"1.01351351351351,2.36486486486486,1.35135135135135,3.71621621621622,21.2837837837838,0.675675675675676,262"
874,874,20150302000000.0,TOURISM;TAX_FNCACT;TAX_FNCACT_TOURIST;EDUCATION;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_SCHOOL;SOC_POINTSOFINTEREST_HIGH_SCHOOL;TAX_FNCACT_ANALYST;LEADER;TAX_FNCACT_PRESIDENT;TAX_FNCACT_VICE_PRESIDENT;TAX_FNCACT_CITIZEN;IMMIGRATION;TAX_ETHNICITY;TAX_ETHNICITY_AMERICAN;,goldman sachs;united states,"-0.704225352112676,2.11267605633803,2.8169014084507,4.92957746478873,22.5352112676056,0,127"
875,875,20150302000000.0,TAX_AIDGROUPS;EDUCATION;TAX_FNCACT;TAX_FNCACT_WOMEN;TAX_FNCACT_MAN;TAX_FNCACT_SPOKESWOMAN;ECON_WORLDCURRENCIES;ECON_WORLDCURRENCIES_DOLLARS;TOURISM;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_WHALE;,department of national parks recreation;wildlife service,"-3.125,2.08333333333333,5.20833333333333,7.29166666666667,27.0833333333333,0,271"
876,876,20150302000000.0,NEGOTIATIONS;GENERAL_GOVERNMENT;TAX_ETHNICITY;TAX_ETHNICITY_NEW_ZEALANDERS;GENERAL_HEALTH;MEDICAL;TAX_FNCACT;TAX_FNCACT_INVESTOR;SOVEREIGNTY;EDUCATION;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_SCHOOL;SOC_POINTSOFINTEREST_UNIVERSITY;TAX_ETHNICITY_GREEKS;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_GREEKS;TAX_RELIGION;TAX_RELIGION_CHRISTIAN;TAX_ETHNICITY_CHRISTIAN;TAX_FNCACT_MINISTER;LEADER;TAX_FNCACT_PRIME_MINISTER;TAX_FNCACT_LEADER;APPOINTMENT;TAX_FNCACT_DEPUTY;TAX_ETHNICITY_ENGLISH;TAX_WORLDLANGUAGES_ENGLISH;MEDIA_MSM;TAX_FNCACT_REPORTER;TAX_FNCACT_TRAINERS;ARMEDCONFLICT;TAX_RELIGION_ISLAMIC;TAX_TERROR_GROUP;TAX_TERROR_GROUP_ISLAMIC_STATE;,european union;flag consideration panel;university of auckland parking;business school owen glenn building,"-0.840336134453781,2.35294117647059,3.19327731092437,5.54621848739496,21.344537815126,0.840336134453782,555"
877,877,20150302000000.0,TAX_FNCACT;TAX_FNCACT_FOUNDER;ECON_CURRENCY_EXCHANGE_RATE;BAN;TAX_FNCACT_EMPLOYEES;TAX_FNCACT_AUTHOR;,,"-3.14842578710645,2.24887556221889,5.39730134932534,7.64617691154423,25.1874062968516,2.99850074962519,605"
878,878,20150302000000.0,TAX_FNCACT;TAX_FNCACT_DEPUTY;TAX_FNCACT_CHIEF;ECON_INTEREST_RATES;ECON_WORLDCURRENCIES;ECON_WORLDCURRENCIES_EURO;ECON_DEBT;ECON_CENTRALBANK;RETIREMENT;TAX_ETHNICITY;TAX_ETHNICITY_GERMAN;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_GERMAN;TAX_ETHNICITY_DUTCH;TAX_WORLDLANGUAGES_DUTCH;DELAY;TAX_ETHNICITY_CANADIAN;ENV_OIL;PROTEST;,royal dutch shell;european central bank;blackrock investment institute;novartis,"-2.19092331768388,1.56494522691706,3.75586854460094,5.320813771518,23.4741784037559,0.938967136150235,572"
879,879,20150302000000.0,MANMADE_DISASTER_IMPLIED;NATURAL_DISASTER;NATURAL_DISASTER_ICE;SECURITY_SERVICES;TAX_FNCACT;TAX_FNCACT_POLICE;KILL;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_DOG;TAX_FNCACT_CRIMINAL;TAX_FNCACT_AUTHORITIES;TAX_MILITARY_TITLE;TAX_MILITARY_TITLE_OFFICERS;TAX_FNCACT_OFFICERS;TAX_FNCACT_GUARD;SOC_USSECURITYAGENCIES;TAX_FNCACT_SWIMMER;,,"-1.34228187919463,1.34228187919463,2.68456375838926,4.02684563758389,31.5436241610738,0,131"
880,880,20150302000000.0,NATURAL_DISASTER;NATURAL_DISASTER_HEAVY_SNOW;TAX_FNCACT;TAX_FNCACT_SPOKESWOMAN;,broadcasting corporation,"-1.20481927710843,0,1.20481927710843,1.20481927710843,22.8915662650602,2.40963855421687,80"
881,881,20150302000000.0,TAX_ETHNICITY;TAX_ETHNICITY_AUSTRALIAN;MEDIA_MSM;SOC_GENERALCRIME;TAX_FNCACT;TAX_FNCACT_DETECTIVE;TAX_FNCACT_SERGEANT;KILL;TAX_FNCACT_WOMAN;TAX_FNCACT_CHILDREN;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_CAT;TAX_FNCACT_BABY;TAX_FNCACT_INSPECTOR;SECURITY_SERVICES;TAX_FNCACT_POLICE;TAX_FNCACT_OFFICER;TAX_FNCACT_POLICE_OFFICER;TAX_FNCACT_MAN;MANMADE_DISASTER_IMPLIED;TAX_FNCACT_DRESSMAKER;,,"2.35756385068762,4.32220039292731,1.96463654223969,6.28683693516699,19.6463654223969,1.37524557956778,439"
882,882,20150302000000.0,SECURITY_SERVICES;TAX_FNCACT;TAX_FNCACT_POLICE;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_HORSE;TAX_FNCACT_DETECTIVES;SOC_GENERALCRIME;ORGANIZED_CRIME;TAX_MILITARY_TITLE;TAX_MILITARY_TITLE_OFFICERS;TAX_FNCACT_OFFICERS;TAX_FNCACT_KILLER;TAX_FNCACT_DETECTIVE;TAX_FNCACT_INSPECTOR;MANMADE_DISASTER_IMPLIED;TAX_FNCACT_FATHER;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_INGLIS;KILL;TAX_FNCACT_JOCKEY;TAX_FNCACT_JUDGE;TAX_WORLDFISH;TAX_WORLDFISH_TOP;TAX_WORLDLANGUAGES_RUSSIA;TERROR;TAX_ETHNICITY;TAX_ETHNICITY_BLACK;TAX_FNCACT_PRINCIPAL;,department of public prosecutions;purana task;crown metropol hotel,"-3.34448160535117,1.33779264214047,4.68227424749164,6.02006688963211,26.4214046822742,2.34113712374582,558"
883,883,20150302000000.0,,major league;texas state university,"-1.06007067137809,1.59010600706714,2.65017667844523,4.24028268551237,25.6183745583039,1.59010600706714,508"
884,884,20150302000000.0,MANMADE_DISASTER_IMPLIED;TRAFFIC;AFFECT;TAX_FNCACT;TAX_FNCACT_DRIVER;MANMADE_DISASTER;MANMADE_DISASTER_WITHOUT_POWER;POWER_OUTAGE;,traffic safety administration on;hyundai,"-3.68098159509202,2.45398773006135,6.13496932515337,8.58895705521472,25.7668711656442,0,308"
885,885,20150302000000.0,LEADER;TAX_FNCACT;TAX_FNCACT_PRESIDENT;EDUCATION;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_COLLEGE;TAX_ETHNICITY;TAX_ETHNICITY_BLACK;ELECTION;MEDIA_MSM;TAX_FNCACT_STUDENTS;TAX_FNCACT_LEADERS;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_DAKOTA;,benedict college,"0.99009900990099,1.48514851485149,0.495049504950495,1.98019801980198,13.8613861386139,0,186"
886,886,20150302000000.0,TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_AZERBAIJAN;ECON_STOCKMARKET;TAX_DISEASE;TAX_DISEASE_BSE;TAX_FNCACT;TAX_FNCACT_UNDERWRITER;,securities committee;baku stock exchange,"0,0,0,0,21.875,0,88"
887,887,20150302000000.0,TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_CAT;AFFECT;POVERTY;TAX_WORLDMAMMALS_CATS;TAX_FNCACT;TAX_FNCACT_EXECUTIVE;TAX_FNCACT_DIRECTOR;TAX_FNCACT_EXECUTIVE_DIRECTOR;,feline rescue foundation of alberta,"1.22249388753056,3.17848410757946,1.9559902200489,5.13447432762836,22.9828850855746,0.733496332518337,362"
888,888,20150302000000.0,MANMADE_DISASTER_IMPLIED;TAX_FNCACT;TAX_FNCACT_EMPLOYEE;TAX_ETHNICITY;TAX_ETHNICITY_CHINESE;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_CHINESE;TAX_WORLDLANGUAGES_AMONG;TAX_FNCACT_WORKERS;RECRUITMENT;MEDIA_MSM;TAX_FNCACT_CHILDREN;ENV_MINING;TAX_FNCACT_AUTHOR;TAX_FNCACT_PRESENTER;TAX_ETHNICITY_INDIAN;TAX_ETHNICITY_INDIANS;RELIGION;IDEOLOGY;GENERAL_HEALTH;MEDICAL;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_HOSPITAL;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_LIONS;KILL;ORGANIZED_CRIME;TAX_FNCACT_VILLAGERS;POVERTY;TAX_FNCACT_DECORATOR;TAX_FNCACT_MAID;TAX_FNCACT_PAINTER;TAX_FNCACT_DIRECTOR;TAX_FNCACT_CHEVALIER;TAX_FNCACT_CAMERAMAN;TAX_WORLDLANGUAGES_SERRA;SECURITY_SERVICES;TAX_FNCACT_POLICE;TAX_FNCACT_OFFICERS;TAX_FNCACT_DETECTIVES;TAX_FNCACT_CRIMINAL;TAX_ETHNICITY_AUSTRALIAN;ARMEDCONFLICT;,,"0.1001001001001,4.5045045045045,4.4044044044044,8.90890890890891,18.2182182182182,0.700700700700701,885"
889,889,20150302000000.0,TAX_FNCACT;TAX_FNCACT_CRITIC;TAX_FNCACT_MAN;,heartbreak hotel,"0.848536274925753,3.4365719134493,2.58803563852355,6.02460755197285,20.8315655494272,2.67288926601612,2054"
890,890,20150302000000.0,TAX_FNCACT;TAX_FNCACT_GUARD;SOC_USSECURITYAGENCIES;AFFECT;TAX_MILITARY_TITLE;TAX_MILITARY_TITLE_OFFICER;TAX_FNCACT_OFFICER;TAX_MILITARY_TITLE_PETTY_OFFICER;TAX_FNCACT_PETTY_OFFICER;TAX_FNCACT_OFFICIALS;MARITIME_INCIDENT;MARITIME;MANMADE_DISASTER_IMPLIED;NATURAL_DISASTER;NATURAL_DISASTER_HYPOTHERMIA;TAX_DISEASE;TAX_DISEASE_HYPOTHERMIA;,,"1.49253731343284,4.47761194029851,2.98507462686567,7.46268656716418,31.3432835820896,0,118"
891,891,20150302000000.0,TAX_FNCACT;TAX_FNCACT_NAVY;,us navy;islamic revolution guards corps navy;fars news agency;associated press;united states;iranian navy;u s navy;united states navy,"-2.4390243902439,1.8970189701897,4.3360433604336,6.23306233062331,16.5311653116531,3.7940379403794,345"
892,892,20150302000000.0,,kohl center on,"-1.92307692307692,3.84615384615385,5.76923076923077,9.61538461538462,17.9487179487179,0,135"
893,893,20150302000000.0,TAX_FNCACT;TAX_FNCACT_PRINCESS;GENERAL_HEALTH;MEDICAL;ECON_DEVELOPMENTORGS;ECON_DEVELOPMENTORGS_USAID;TAX_FNCACT_DIRECTOR;TAX_FNCACT_WOMEN;TAX_FNCACT_CHILDREN;,al hussein cultural centre;health systems strengthening;ministry of health;health ministry;health care accreditation council,"10.7142857142857,11.4285714285714,0.714285714285714,12.1428571428571,12.8571428571429,0,129"
894,894,20150302000000.0,MEDIA_SOCIAL;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_AMONG;TAX_FNCACT;TAX_FNCACT_ACTOR;TAX_FNCACT_EDITORS;TAX_MILITARY_TITLE;TAX_MILITARY_TITLE_CAPTAIN;TAX_FNCACT_CAPTAIN;MEDIA_MSM;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_AIRPORT;,twitter,"-1.82648401826484,2.96803652968037,4.79452054794521,7.76255707762557,24.4292237442922,0.45662100456621,407"
895,895,20150302000000.0,TAX_FNCACT;TAX_FNCACT_REPRESENTATIVE;TAX_FOODSTAPLES;TAX_FOODSTAPLES_GRAIN;TAX_FNCACT_ORGANIZERS;TAX_ETHNICITY;TAX_ETHNICITY_CANADIAN;TAX_FNCACT_ARTISTS;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_CARIBOU;TAX_FNCACT_CURATOR;MARITIME;TAX_FNCACT_EVENT_PLANNERS;TAX_ETHNICITY_AMERICAN;TAX_ETHNICITY_ENGLISH;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_ENGLISH;,rob da bank,"1.80878552971576,3.61757105943152,1.80878552971576,5.42635658914729,20.9302325581395,2.84237726098191,345"
896,896,20150302000000.0,GENERAL_GOVERNMENT;TAX_FNCACT;TAX_FNCACT_OFFICIAL;TAX_FNCACT_MINISTER;LEADER;TAX_FNCACT_PRIME_MINISTER;MEDIA_MSM;MANMADE_DISASTER_IMPLIED;TAX_FNCACT_PRESIDENT;TAX_WEAPONS;TAX_WEAPONS_BOMB;WMD;TAX_POLITICAL_PARTY;TAX_POLITICAL_PARTY_REPUBLICAN;TAX_POLITICAL_PARTY_REPUBLICAN_PARTY;TAX_RELIGION;TAX_RELIGION_JEWS;SANCTIONS;VETO;LEGISLATION;TAX_FNCACT_SENATORS;BAN;,u s congress;republican party;congress on;congress do;reuters;united states,"-0.737100737100737,2.94840294840295,3.68550368550369,6.63390663390663,24.8157248157248,0.737100737100737,391"
897,897,20150302000000.0,TAX_FNCACT;TAX_FNCACT_VETERAN;TAX_FNCACT_ROLE_MODEL;TAX_DISEASE;TAX_DISEASE_CANCER;TAX_DISEASE_LUNG_CANCER;MEDIA_MSM;,,"4.32098765432099,6.79012345679012,2.46913580246914,9.25925925925926,11.7283950617284,0,146"
898,898,20150302000000.0,SECURITY_SERVICES;TAX_FNCACT;TAX_FNCACT_POLICE;SOC_GENERALCRIME;KILL;WOUND;MEDIA_SOCIAL;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_ALABAMA;TAX_FOODSTAPLES;TAX_FOODSTAPLES_RICE;GRIEVANCES;TAX_ETHNICITY;TAX_ETHNICITY_BLACK;TAX_WEAPONS;TAX_WEAPONS_GUNS;ARREST;TAX_FNCACT_VICTIM;TAX_RELIGION;TAX_RELIGION_BAPTIST;GENERAL_HEALTH;MEDICAL;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_MEDICAL_CENTER;SOC_POINTSOFINTEREST_HOSPITAL;TAX_FNCACT_VICTIMS;,baptist princeton medical center;facebook;cnn,"-9.7165991902834,0,9.7165991902834,9.7165991902834,26.3157894736842,0.404858299595142,229"
899,899,20150302000000.0,EDUCATION;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_SCHOOLS;TAX_FNCACT;TAX_FNCACT_MINISTER;TAX_FNCACT_STUDENTS;GENERAL_GOVERNMENT;TAX_RELIGION;TAX_RELIGION_ISLAMIC;SOC_POINTSOFINTEREST_SCHOOL;,news corp;schools program,"1.171875,2.734375,1.5625,4.296875,25.78125,1.5625,234"
900,900,20150302000000.0,,portland pirates of the american hockey league,"1.46818923327896,3.91517128874388,2.44698205546493,6.36215334420881,15.1712887438825,0,550"
901,901,20150302000000.0,,,"1.61054172767204,3.80673499267936,2.19619326500732,6.00292825768668,21.8887262079063,0.366032210834553,1238"
902,902,20150302000000.0,TAX_FNCACT;TAX_FNCACT_NAVY;,us navy;islamic revolution guards corps navy;fars news agency;associated press;united states;iranian navy;u s navy;united states navy,"-2.17391304347826,2.17391304347826,4.34782608695652,6.52173913043478,16.8478260869565,3.80434782608696,344"
903,903,20150302000000.0,LEADER;,olympics,"3.32594235033259,4.43458980044346,1.10864745011086,5.54323725055432,17.5166297117517,0.886917960088692,400"
904,904,20150302000000.0,,market research;retail company profile;retail market research,"1.75879396984925,2.01005025125628,0.251256281407035,2.26130653266332,23.6180904522613,1.00502512562814,373"
905,905,20150302000000.0,ECON_WORLDCURRENCIES;ECON_WORLDCURRENCIES_EGYPTIAN_POUNDS;LEADER;TAX_FNCACT;TAX_FNCACT_PRESIDENT;ECON_IPO;TAX_ETHNICITY;TAX_ETHNICITY_ARAB;TAX_ETHNICITY_FRENCH;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_FRENCH;GENERAL_GOVERNMENT;ECON_HOUSING_PRICES;ECON_DEBT;SANCTIONS;TAX_FNCACT_REGULATORS;TAX_FNCACT_INVESTOR;TAX_ETHNICITY_POLE;TERROR;ENV_OIL;,,"-1.50187734668335,2.12765957446809,3.62953692115144,5.75719649561952,20.7759699624531,1.00125156445557,724"
906,906,20150302000000.0,TAX_ETHNICITY;TAX_ETHNICITY_KOREAN;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_KOREAN;ARMEDCONFLICT;TAX_FNCACT;TAX_FNCACT_OFFICIAL;TAX_FNCACT_SPOKESMAN;MILITARY;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_DRILLS;TAX_FNCACT_TROOPS;TAX_WORLDMAMMALS_DRILL;WMD;TAX_TERROR_GROUP;TAX_TERROR_GROUP_REVOLUTIONARY_ARMED_FORCES;SOVEREIGNTY;,,"-7.9646017699115,0.589970501474926,8.55457227138643,9.14454277286136,23.0088495575221,1.47492625368732,326"
907,907,20150302000000.0,,photo bank,"-4.92957746478873,0,4.92957746478873,4.92957746478873,18.3098591549296,0.704225352112676,127"
908,908,20150302000000.0,,facebook,"-1.60642570281125,0.803212851405622,2.40963855421687,3.21285140562249,18.0722891566265,1.20481927710843,231"
909,909,20150302000000.0,TAX_FNCACT;TAX_FNCACT_SENATOR;TAX_SPECIALDEATH;TAX_RELIGION;TAX_RELIGION_ISLAMIC;TAX_TERROR_GROUP;TAX_TERROR_GROUP_ISLAMIC_STATE;TAX_FNCACT_SUPPORTERS;TAX_RELIGION_SHARIA;LEGISLATION;TAX_FNCACT_MAN;TAX_FNCACT_MESSENGER;TAX_TERROR_GROUP_MUJAHIDEEN;TAX_RELIGION_MOSQUE;SECURITY_SERVICES;TAX_FNCACT_POLICE;TAX_ETHNICITY;TAX_ETHNICITY_AUSTRALIAN;TAX_FNCACT_SPOKESPERSON;TERROR;DEATH_PENALTY;TRIAL;,tasmania police;australian federal police,"-4.04040404040404,1.34680134680135,5.38720538720539,6.73400673400673,26.5993265993266,1.01010101010101,278"
910,910,20150302000000.0,KILL;TAX_FNCACT;TAX_FNCACT_HERO;TAX_FNCACT_ACTOR;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_HUMANS;TAX_RELIGION;TAX_RELIGION_SYNAGOGUE;TAX_ETHNICITY;TAX_ETHNICITY_RUSSIAN;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_RUSSIAN;IMMIGRATION;TAX_FNCACT_IMMIGRANTS;ECON_STOCKMARKET;TAX_FNCACT_AUTHOR;TAX_FNCACT_MAN;LEADER;TAX_FNCACT_PRESIDENT;MEDIA_SOCIAL;TAX_ETHNICITY_WHITE;TAX_ETHNICITY_CANADIAN;TAX_ETHNICITY_CANADIANS;,united federation of planets,"2.03488372093023,4.79651162790698,2.76162790697674,7.55813953488372,24.1279069767442,0.436046511627907,635"
911,911,20150302000000.0,TAX_WORLDFISH;TAX_WORLDFISH_TOP;,,"-0.383141762452107,4.21455938697318,4.59770114942529,8.81226053639847,24.1379310344828,0,238"
912,912,20150302000000.0,SECURITY_SERVICES;TAX_FNCACT;TAX_FNCACT_POLICE;TAX_FNCACT_VOLUNTEER;TAX_MILITARY_TITLE;TAX_MILITARY_TITLE_COMMANDANT;TAX_FNCACT_COMMANDANT;TAX_FNCACT_POLICEMAN;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_HEADQUARTERS;TAX_FNCACT_SECRETARY;,multimedia ministry;members of the police volunteer reserve,"3.57142857142857,4.76190476190476,1.19047619047619,5.95238095238095,30.952380952381,0,160"
913,913,20150302000000.0,TAX_AIDGROUPS;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_HUMAN;SELF_IDENTIFIED_HUMAN_RIGHTS;TAX_FNCACT;TAX_FNCACT_EXECUTIVE;TAX_FNCACT_DIRECTOR;TAX_FNCACT_EXECUTIVE_DIRECTOR;FREESPEECH;TAX_ETHNICITY;TAX_ETHNICITY_CHINESE;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_CHINESE;TAX_FNCACT_STUDENT;PROTEST;MOVEMENT_GENERAL;TAX_FNCACT_ACTIVISTS;ARREST;SOC_GENERALCRIME;TREASON;TAX_FNCACT_MINISTER;LEADER;TAX_FNCACT_PRIME_MINISTER;DISCRIMINATION;AFFECT;REFUGEES;DEATH_PENALTY;TRIAL;RELIGION;TAX_FNCACT_AUTHORITIES;GENERAL_GOVERNMENT;TAX_FNCACT_COORDINATOR;TAX_FNCACT_WRITER;TAX_FNCACT_INSIDER;,amnesty international;pew research centre;amnesty international malaysia;merdeka centre;un security council,"-3.88768898488121,1.51187904967603,5.39956803455724,6.91144708423326,20.5183585313175,0.863930885529158,421"
914,914,20150302000000.0,TAX_FNCACT;TAX_FNCACT_CHILDREN;KILL;GENERAL_HEALTH;MEDICAL;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_HOSPITAL;TAX_FNCACT_SPOKESWOMAN;TAX_FNCACT_BISHOP;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_DEJAH;TAX_DISEASE;TAX_DISEASE_POISONING;TAX_DISEASE_CARBON_MONOXIDE_POISONING;SECURITY_SERVICES;TAX_FNCACT_POLICE;ENV_NATURALGAS;TAX_DISEASE_PNEUMONIA;TRIAL;TAX_FNCACT_ATTORNEY;MEDIA_MSM;TAX_FNCACT_PROSECUTORS;TAX_FNCACT_CRIMINAL;ARREST;,police capt,"-7.16981132075472,0.377358490566038,7.54716981132075,7.92452830188679,20.377358490566,0,240"
915,915,20150302000000.0,,petronas;universiti malaysia sabah labuan international college;industrial training institute;bachelor in oil,"2.67379679144385,3.20855614973262,0.53475935828877,3.74331550802139,18.1818181818182,0,174"
916,916,20150302000000.0,TAX_FNCACT;TAX_FNCACT_MANAGER;TAX_FNCACT_LEADER;GENERAL_GOVERNMENT;PROTEST;SOC_INNOVATION;TAX_FNCACT_EMPLOYER;DISABILITY;TAX_FNCACT_VETERAN;,employment opportunity cytec industries inc;cytec industries,"6.12244897959184,7.6530612244898,1.53061224489796,9.18367346938776,16.8367346938775,0.510204081632653,155"
917,917,20150302000000.0,TAX_FNCACT;TAX_FNCACT_WOMEN;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_BALTI;TAX_FNCACT_CHILDREN;TAX_WORLDLANGUAGES_AMONG;TAX_FNCACT_BABY;TAX_FNCACT_CHILD;TAX_FNCACT_DESIGNER;TAX_ETHNICITY;TAX_ETHNICITY_BLACK;URBAN;TAX_FNCACT_WARRIOR;TAX_FNCACT_WOMAN;TAX_WORLDLANGUAGES_MONGOLIAN;TAX_FNCACT_DIRECTOR;TAX_FNCACT_CREATIVE_DIRECTOR;TAX_WORLDFISH;TAX_WORLDFISH_TOPS;PUBLIC_TRANSPORT;TAX_WORLDFISH_SOLE;,,"4.24403183023873,5.03978779840849,0.795755968169761,5.83554376657825,22.9442970822281,0.13262599469496,676"
918,918,20150302000000.0,GENERAL_HEALTH;MEDICAL;TAX_FNCACT;TAX_FNCACT_NURSE;MEDIA_MSM;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_HOSPITAL;TAX_DISEASE;TAX_DISEASE_EBOLA;TRIAL;TAX_RELIGION;TAX_RELIGION_PRESBYTERIAN;KILL;MANMADE_DISASTER_IMPLIED;PUBLIC_TRANSPORT;TAX_DISEASE_OUTBREAK;TAX_FNCACT_ATTORNEY;TAX_FNCACT_SPOKESMAN;SOC_POINTSOFINTEREST_HOSPITALS;TAX_FNCACT_NURSES;TAX_FNCACT_WORKERS;,texas health presbyterian hospital dallas;texas health dallas;national institutes of health;texas health presbyterian;texas health resources;associated press,"-2.86885245901639,3.89344262295082,6.76229508196721,10.655737704918,21.9262295081967,0.819672131147541,471"
